device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
mobile,returning,evening,weekend,8.16,8,0,5,books,standard,extended,4.43,0
desktop,returning,evening,weekday,6.32,14,0,9,fashion,express,extended,4.17,1
mobile,returning,afternoon,weekday,4.4,6,1,32,fashion,express,basic,3.84,1
mobile,new,evening,weekday,2.0,3,0,309,sports,standard,basic,3.95,0
desktop,returning,night,weekday,9.98,10,2,17,fashion,standard,basic,3.96,1
tablet,new,afternoon,weekend,8.46,4,0,343,sports,express,basic,4.24,0
desktop,new,evening,weekday,9.02,9,1,349,electronics,standard,basic,4.42,1
mobile,new,evening,weekday,4.45,5,1,184,fashion,standard,basic,4.31,0
mobile,new,evening,weekday,4.62,2,0,274,beauty,standard,basic,4.08,0
mobile,returning,night,weekend,7.93,10,3,13,sports,express,basic,3.74,1
mobile,new,evening,weekday,3.39,7,0,66,sports,standard,basic,3.21,0
mobile,returning,afternoon,weekday,5.94,11,2,22,home,standard,basic,4.94,0
mobile,returning,morning,weekend,5.58,7,2,10,fashion,next_day,extended,4.24,1
desktop,new,evening,weekday,8.93,8,2,275,fashion,next_day,basic,4.08,1
desktop,returning,morning,weekday,8.82,15,0,12,fashion,express,extended,3.42,1
tablet,new,morning,weekday,3.51,3,0,75,fashion,express,basic,4.2,0
mobile,returning,afternoon,weekday,8.3,4,1,6,fashion,next_day,basic,3.86,1
mobile,returning,evening,weekend,5.19,10,1,17,home,express,basic,3.94,1
mobile,new,night,weekday,2.65,8,0,31,fashion,express,basic,4.17,0
mobile,returning,evening,weekend,5.1,5,0,4,electronics,standard,basic,4.72,1
mobile,new,evening,weekday,4.21,2,0,344,home,standard,extended,4.24,0
mobile,new,afternoon,weekday,2.35,5,0,331,electronics,express,extended,4.31,0
desktop,returning,afternoon,weekday,4.41,10,0,4,books,express,basic,4.39,0
mobile,new,night,weekday,0.77,5,0,330,fashion,standard,basic,3.47,0
tablet,new,afternoon,weekday,2.27,6,1,340,electronics,express,basic,4.51,0
mobile,new,evening,weekday,4.39,8,2,62,books,express,extended,4.31,1
mobile,new,afternoon,weekday,5.69,3,0,173,home,standard,basic,3.92,0
mobile,returning,morning,weekend,6.72,5,0,8,sports,express,basic,3.44,0
mobile,new,evening,weekday,4.8,9,1,310,beauty,standard,basic,4.14,0
mobile,new,morning,weekday,0.59,7,0,155,fashion,express,extended,4.33,0
tablet,new,morning,weekday,1.69,4,0,268,home,next_day,basic,3.82,0
mobile,returning,morning,weekday,4.69,8,2,26,fashion,express,basic,3.71,1
mobile,new,morning,weekday,5.52,2,1,201,home,express,basic,4.12,0
desktop,new,afternoon,weekend,3.33,6,1,111,fashion,express,extended,4.15,0
mobile,new,night,weekday,1.24,6,0,55,fashion,standard,basic,4.33,0
desktop,new,afternoon,weekday,7.74,8,1,179,electronics,express,extended,4.45,1
mobile,returning,evening,weekday,3.66,9,3,15,sports,standard,extended,3.4,1
desktop,new,evening,weekday,2.53,3,0,246,fashion,standard,basic,4.14,0
mobile,new,morning,weekday,3.98,7,0,110,books,standard,extended,4.6,0
mobile,returning,morning,weekday,4.99,7,1,46,fashion,standard,extended,4.14,0
desktop,new,night,weekday,3.15,5,1,331,beauty,standard,basic,4.19,0
desktop,new,evening,weekday,4.9,3,0,310,fashion,standard,extended,4.03,0
mobile,new,night,weekend,1.56,5,0,253,home,standard,basic,3.97,0
desktop,new,afternoon,weekday,3.13,3,0,68,sports,standard,basic,4.18,0
mobile,returning,evening,weekday,5.12,13,2,18,beauty,standard,basic,4.23,1
mobile,returning,evening,weekday,1.22,7,3,12,fashion,standard,extended,3.57,1
mobile,returning,night,weekday,6.81,7,0,16,sports,next_day,extended,4.04,0
desktop,returning,morning,weekday,2.92,12,0,8,fashion,standard,basic,4.46,0
mobile,new,night,weekday,1.53,7,1,58,home,express,extended,4.13,0
desktop,new,afternoon,weekday,6.3,5,2,196,sports,standard,basic,4.25,0
mobile,returning,evening,weekday,6.7,11,0,3,fashion,express,extended,4.38,0
desktop,returning,evening,weekday,6.08,14,1,6,home,express,basic,3.9,1
desktop,returning,evening,weekend,2.31,8,1,22,sports,next_day,basic,4.17,1
mobile,new,afternoon,weekend,2.73,5,0,335,electronics,express,basic,4.09,0
mobile,returning,evening,weekend,5.05,6,1,15,fashion,express,basic,3.87,1
mobile,returning,afternoon,weekday,4.8,8,0,14,fashion,standard,basic,2.8,0
desktop,returning,afternoon,weekend,7.9,8,2,26,sports,standard,basic,4.33,1
mobile,returning,evening,weekday,9.39,3,0,15,home,standard,basic,4.14,0
mobile,new,evening,weekday,5.19,3,0,96,beauty,next_day,extended,4.47,0
mobile,new,afternoon,weekend,2.68,6,0,52,fashion,express,basic,4.35,0
desktop,new,evening,weekend,7.65,9,1,201,electronics,standard,basic,3.83,1
mobile,new,afternoon,weekday,2.76,5,0,178,electronics,express,extended,4.52,0
mobile,returning,evening,weekend,0.4,9,0,10,fashion,standard,basic,3.36,0
tablet,new,evening,weekday,1.78,5,1,129,electronics,express,extended,4.72,0
mobile,new,evening,weekday,0.4,6,0,201,electronics,express,extended,4.08,0
desktop,new,evening,weekday,3.79,4,0,135,home,standard,basic,3.87,0
mobile,returning,evening,weekday,4.83,10,5,42,home,express,basic,4.42,1
mobile,new,morning,weekend,0.66,2,1,274,electronics,standard,basic,4.53,0
desktop,new,evening,weekday,2.81,6,0,279,home,express,basic,4.19,0
desktop,returning,morning,weekday,3.0,7,0,34,electronics,express,basic,4.24,0
desktop,new,morning,weekend,4.23,8,0,41,fashion,standard,basic,4.19,0
mobile,new,evening,weekend,2.11,2,0,264,books,standard,basic,4.28,0
mobile,new,afternoon,weekend,5.62,7,1,233,beauty,standard,basic,4.29,1
mobile,new,afternoon,weekend,4.36,7,0,178,electronics,standard,basic,3.81,0
mobile,returning,night,weekend,8.47,5,0,27,fashion,next_day,basic,3.74,0
mobile,returning,morning,weekday,3.84,9,0,12,home,standard,basic,4.06,1
mobile,new,morning,weekday,8.3,3,0,100,fashion,standard,basic,4.17,0
mobile,returning,morning,weekend,4.81,3,0,22,books,standard,extended,4.72,0
mobile,returning,afternoon,weekday,3.69,11,0,21,beauty,standard,extended,4.73,0
mobile,new,evening,weekday,9.46,6,2,330,electronics,standard,extended,4.21,1
mobile,new,evening,weekday,0.4,2,0,32,beauty,express,basic,4.45,0
desktop,new,evening,weekday,3.44,4,0,179,home,standard,basic,4.1,0
desktop,returning,afternoon,weekday,2.0,11,0,3,beauty,express,extended,4.13,1
mobile,new,afternoon,weekend,0.4,5,0,345,books,standard,extended,4.42,0
desktop,new,morning,weekday,0.4,5,0,238,books,express,extended,4.62,0
desktop,returning,evening,weekday,7.7,12,1,30,electronics,standard,basic,4.04,1
mobile,returning,evening,weekday,2.91,9,2,18,electronics,standard,basic,4.32,1
mobile,returning,morning,weekday,4.56,3,0,19,fashion,standard,basic,3.65,0
mobile,returning,evening,weekday,7.07,6,2,8,home,express,extended,3.99,0
mobile,new,evening,weekday,4.87,6,0,52,home,next_day,basic,4.14,0
desktop,returning,afternoon,weekday,6.67,8,1,17,fashion,standard,extended,4.0,1
tablet,new,evening,weekday,6.45,4,0,299,books,standard,extended,4.6,0
mobile,new,evening,weekday,7.58,7,0,279,fashion,express,extended,3.4,0
desktop,returning,morning,weekday,2.87,10,1,5,sports,standard,basic,4.36,0
mobile,new,morning,weekday,4.51,7,0,319,sports,express,extended,4.3,0
desktop,new,evening,weekday,4.53,6,1,105,electronics,standard,extended,4.31,1
desktop,returning,night,weekday,5.49,10,0,5,fashion,express,extended,4.01,0
mobile,new,evening,weekday,1.03,4,0,129,fashion,standard,extended,4.0,0
mobile,new,evening,weekend,2.78,11,0,196,books,standard,basic,4.14,0
desktop,new,evening,weekend,4.01,6,1,351,fashion,express,extended,4.25,0
tablet,returning,afternoon,weekday,7.8,4,0,9,sports,standard,basic,4.31,0
mobile,returning,morning,weekday,2.37,6,0,19,beauty,express,extended,4.41,0
mobile,new,afternoon,weekday,0.4,5,0,226,beauty,express,extended,4.34,0
mobile,new,night,weekday,3.49,7,0,55,books,standard,extended,4.51,0
mobile,returning,evening,weekday,2.56,7,0,2,beauty,standard,basic,4.64,0
desktop,new,night,weekday,3.91,10,2,150,sports,standard,extended,4.52,1
desktop,new,morning,weekday,5.59,8,0,189,beauty,standard,extended,4.5,1
desktop,new,afternoon,weekend,4.49,10,0,132,electronics,express,basic,4.02,0
desktop,new,evening,weekend,4.19,7,0,364,electronics,express,basic,3.83,0
desktop,new,morning,weekend,4.17,9,0,215,fashion,standard,extended,3.83,0
mobile,returning,morning,weekend,6.58,6,1,3,sports,express,extended,4.67,1
mobile,returning,evening,weekday,3.08,8,0,3,fashion,express,basic,4.1,1
mobile,new,evening,weekday,5.43,6,0,133,beauty,express,basic,4.32,0
mobile,returning,evening,weekday,3.59,4,1,23,electronics,standard,extended,4.07,0
tablet,new,afternoon,weekday,4.76,5,1,296,home,standard,extended,4.55,0
desktop,new,afternoon,weekday,0.96,4,2,61,sports,standard,basic,4.02,0
tablet,returning,morning,weekday,5.94,7,0,43,home,express,basic,3.93,1
mobile,new,morning,weekday,3.29,4,0,85,books,express,extended,4.34,0
mobile,returning,afternoon,weekend,5.5,8,1,16,electronics,express,extended,4.63,1
mobile,new,afternoon,weekday,6.01,6,1,223,electronics,standard,basic,3.87,0
mobile,new,night,weekday,1.78,8,0,144,beauty,express,extended,4.72,0
mobile,new,afternoon,weekend,3.75,5,0,96,fashion,express,basic,3.86,0
mobile,new,morning,weekend,4.14,6,1,260,home,standard,basic,4.15,0
mobile,returning,morning,weekday,4.17,9,0,30,sports,standard,extended,4.49,0
tablet,returning,evening,weekday,7.21,10,3,39,electronics,standard,basic,4.4,1
mobile,new,morning,weekend,4.19,5,0,270,books,express,basic,4.54,0
mobile,new,morning,weekday,2.78,9,0,62,electronics,standard,extended,4.37,0
desktop,returning,afternoon,weekday,8.15,5,2,5,home,standard,basic,3.87,1
mobile,returning,afternoon,weekend,6.28,5,0,13,fashion,standard,basic,4.16,0
tablet,new,evening,weekday,2.13,6,1,123,home,express,basic,3.36,0
desktop,new,afternoon,weekday,2.91,3,0,134,electronics,express,basic,4.05,0
mobile,new,morning,weekday,3.04,3,1,228,books,express,basic,4.39,0
desktop,new,evening,weekday,5.54,1,0,158,books,next_day,basic,3.99,0
desktop,new,afternoon,weekday,0.4,7,0,342,beauty,express,basic,4.43,0
desktop,new,evening,weekday,2.92,11,1,62,beauty,express,basic,4.44,0
desktop,new,morning,weekday,2.99,9,2,86,home,standard,basic,4.28,0
desktop,new,evening,weekday,1.58,6,0,302,home,express,extended,4.42,0
desktop,new,afternoon,weekend,2.05,5,0,258,beauty,next_day,basic,4.66,0
mobile,returning,afternoon,weekend,5.09,10,0,5,home,express,extended,4.23,1
desktop,new,afternoon,weekday,3.17,3,1,38,sports,standard,extended,3.81,0
tablet,new,night,weekend,2.64,8,0,75,home,standard,basic,4.8,0
desktop,new,morning,weekday,1.6,5,2,311,fashion,standard,basic,4.14,0
desktop,new,night,weekday,3.75,7,1,303,books,standard,basic,4.57,0
mobile,returning,night,weekday,1.94,5,1,29,fashion,standard,extended,4.31,0
desktop,new,afternoon,weekday,7.76,9,1,331,electronics,standard,basic,3.96,0
tablet,new,afternoon,weekday,7.16,5,0,107,books,standard,basic,3.91,0
mobile,returning,afternoon,weekday,4.11,3,0,26,fashion,next_day,extended,3.59,0
mobile,returning,night,weekday,2.94,5,0,19,electronics,express,extended,4.37,0
mobile,returning,evening,weekday,6.99,3,1,10,home,express,basic,3.99,1
mobile,new,evening,weekday,5.14,10,1,203,sports,standard,basic,3.83,0
desktop,new,morning,weekday,8.64,6,1,31,electronics,standard,basic,4.19,1
mobile,returning,evening,weekday,9.7,10,3,36,beauty,standard,extended,4.51,1
mobile,new,morning,weekday,0.4,2,0,313,electronics,express,extended,4.06,0
desktop,returning,morning,weekday,7.93,6,2,14,beauty,standard,basic,4.35,0
desktop,returning,afternoon,weekend,5.33,6,2,6,fashion,express,extended,3.97,1
desktop,new,afternoon,weekend,5.85,4,0,280,electronics,standard,basic,4.33,0
desktop,new,night,weekend,5.83,7,1,351,books,standard,extended,4.43,0
desktop,new,evening,weekday,6.15,6,2,233,home,standard,basic,3.83,0
desktop,new,morning,weekday,6.3,7,1,143,sports,standard,basic,4.53,1
desktop,returning,afternoon,weekend,4.32,13,1,4,books,standard,basic,4.82,1
mobile,returning,evening,weekday,3.2,6,2,31,books,express,basic,4.71,1
desktop,new,afternoon,weekday,6.69,5,0,242,sports,standard,extended,4.03,1
mobile,returning,morning,weekday,3.27,5,2,15,fashion,standard,basic,4.1,1
mobile,new,afternoon,weekday,7.41,3,0,208,sports,standard,basic,3.47,0
mobile,returning,evening,weekday,3.59,6,1,14,beauty,next_day,extended,4.28,0
desktop,new,night,weekday,3.7,10,0,312,fashion,express,basic,4.64,0
desktop,returning,evening,weekday,5.8,8,0,8,fashion,express,basic,4.69,1
mobile,returning,morning,weekday,1.86,4,0,34,fashion,standard,basic,3.52,0
desktop,new,evening,weekday,1.37,10,0,246,beauty,express,extended,3.82,0
mobile,new,afternoon,weekend,5.42,6,0,164,sports,standard,extended,3.62,0
desktop,returning,night,weekday,1.89,9,1,17,beauty,express,extended,3.86,1
desktop,new,afternoon,weekday,9.79,1,0,57,fashion,express,extended,3.78,0
desktop,returning,morning,weekday,5.8,4,0,14,electronics,standard,basic,4.66,0
desktop,returning,afternoon,weekday,3.34,9,0,26,sports,standard,basic,3.75,0
mobile,returning,afternoon,weekend,5.98,5,1,26,fashion,standard,extended,3.13,1
mobile,new,morning,weekday,0.4,1,0,275,beauty,standard,basic,4.27,0
desktop,new,evening,weekday,3.9,8,0,90,sports,standard,extended,3.62,1
desktop,returning,evening,weekday,5.47,8,0,20,sports,standard,basic,4.17,1
mobile,new,evening,weekday,1.24,3,0,89,beauty,standard,basic,4.17,0
mobile,new,afternoon,weekday,2.17,3,0,339,home,express,basic,4.46,0
mobile,new,morning,weekend,7.0,5,0,313,fashion,standard,basic,4.77,0
mobile,returning,afternoon,weekday,5.18,12,0,12,books,express,extended,4.49,1
mobile,new,afternoon,weekend,4.34,5,2,162,home,standard,extended,4.47,1
mobile,new,morning,weekday,1.85,3,1,346,home,standard,extended,4.43,0
tablet,new,night,weekday,1.22,7,0,194,electronics,standard,extended,4.55,0
mobile,returning,night,weekend,4.29,6,0,15,home,next_day,basic,3.78,0
mobile,new,morning,weekday,0.4,7,0,60,fashion,standard,basic,4.11,0
mobile,returning,evening,weekend,2.9,8,2,6,beauty,express,extended,4.3,1
mobile,returning,evening,weekday,2.57,7,0,6,home,express,basic,3.89,1
desktop,returning,afternoon,weekday,1.22,14,0,4,sports,express,basic,3.72,1
mobile,returning,evening,weekday,6.86,10,1,22,fashion,standard,basic,4.2,0
desktop,new,morning,weekday,3.93,6,2,276,books,standard,extended,4.29,0
desktop,returning,morning,weekend,4.5,8,1,12,fashion,standard,extended,3.89,1
mobile,new,night,weekday,4.91,6,0,131,home,express,basic,3.61,0
desktop,returning,evening,weekday,2.95,8,1,12,electronics,express,basic,4.24,0
tablet,new,afternoon,weekend,0.98,7,0,329,fashion,express,basic,4.0,0
mobile,returning,afternoon,weekday,7.15,5,0,5,books,standard,basic,4.39,0
mobile,returning,night,weekend,10.09,4,0,17,electronics,express,basic,3.25,0
tablet,new,afternoon,weekend,4.94,8,2,296,books,express,extended,4.63,0
desktop,returning,night,weekday,6.79,5,0,22,fashion,next_day,extended,4.4,0
mobile,new,night,weekday,2.28,3,0,147,home,express,extended,4.69,0
mobile,new,afternoon,weekend,2.83,6,1,212,electronics,standard,extended,4.13,0
mobile,new,evening,weekday,4.38,3,1,290,home,express,extended,3.82,1
desktop,new,evening,weekday,7.48,8,0,43,books,express,extended,4.23,1
mobile,new,evening,weekend,4.8,8,0,46,home,standard,basic,3.74,1
mobile,returning,afternoon,weekday,7.11,5,1,13,fashion,standard,extended,3.63,1
desktop,new,morning,weekend,2.28,10,2,144,sports,standard,basic,3.91,0
tablet,new,morning,weekday,4.8,9,0,123,home,standard,basic,4.07,0
desktop,returning,evening,weekend,4.99,13,0,32,electronics,express,basic,3.92,1
mobile,returning,evening,weekday,5.49,4,0,33,home,standard,extended,4.14,0
mobile,new,evening,weekday,5.19,4,2,240,home,express,extended,4.3,0
tablet,returning,evening,weekend,4.08,10,0,7,sports,standard,extended,3.81,1
tablet,new,morning,weekday,1.66,7,0,310,fashion,express,basic,3.6,0
mobile,new,morning,weekday,4.56,11,0,134,fashion,express,basic,3.92,0
desktop,new,evening,weekend,4.32,9,0,112,books,express,extended,4.49,0
mobile,returning,evening,weekend,5.49,12,1,13,home,standard,extended,4.06,1
mobile,new,evening,weekend,5.28,6,0,251,beauty,next_day,basic,4.54,0
mobile,new,morning,weekday,6.25,4,0,46,books,standard,basic,4.21,0
mobile,returning,afternoon,weekday,6.49,8,0,55,fashion,express,basic,4.0,0
mobile,new,night,weekday,4.92,3,0,46,fashion,standard,extended,4.19,0
desktop,new,morning,weekday,3.15,7,0,297,sports,standard,basic,3.56,0
mobile,returning,morning,weekday,4.07,9,0,48,home,express,extended,3.9,0
mobile,returning,evening,weekday,6.15,8,1,21,books,standard,basic,4.34,1
mobile,new,evening,weekday,3.14,10,1,140,home,standard,extended,3.98,0
mobile,new,night,weekday,4.75,6,0,45,fashion,standard,basic,4.01,0
mobile,returning,night,weekday,3.39,4,0,5,fashion,standard,extended,3.7,0
desktop,new,evening,weekday,9.15,6,0,56,electronics,next_day,extended,4.14,1
mobile,new,morning,weekday,3.91,4,0,78,books,express,extended,4.3,0
desktop,new,afternoon,weekend,4.97,6,0,294,electronics,standard,extended,4.1,0
tablet,new,night,weekend,2.49,3,0,157,beauty,express,basic,4.11,0
mobile,returning,afternoon,weekday,9.12,10,0,8,fashion,express,basic,3.87,1
tablet,new,night,weekend,1.37,7,0,202,electronics,express,basic,4.11,1
tablet,new,evening,weekend,2.72,6,0,247,fashion,standard,extended,4.06,0
desktop,new,morning,weekday,5.99,5,1,310,home,standard,extended,3.92,0
desktop,new,afternoon,weekday,5.2,3,0,184,electronics,standard,basic,4.5,0
desktop,new,evening,weekday,3.39,8,1,137,books,express,extended,4.49,1
desktop,returning,morning,weekday,4.35,5,1,22,books,express,basic,4.52,0
desktop,returning,afternoon,weekday,5.39,5,0,14,electronics,express,basic,4.14,0
mobile,new,evening,weekday,4.11,1,1,130,sports,standard,basic,3.58,0
tablet,new,morning,weekend,7.06,7,1,306,fashion,express,extended,4.23,1
desktop,new,afternoon,weekday,5.97,5,0,363,electronics,standard,basic,4.12,0
desktop,new,evening,weekday,7.05,7,0,95,fashion,express,extended,4.35,1
mobile,new,evening,weekend,2.99,10,0,314,sports,standard,extended,4.29,0
mobile,new,afternoon,weekend,4.58,5,0,59,home,express,basic,4.52,0
mobile,returning,night,weekend,1.83,6,0,44,fashion,next_day,basic,3.9,1
mobile,returning,night,weekend,5.18,10,0,9,home,standard,extended,4.1,0
mobile,new,afternoon,weekend,3.75,2,2,317,home,express,extended,4.29,0
mobile,returning,morning,weekday,8.62,7,0,8,sports,express,basic,4.1,1
mobile,new,evening,weekend,7.17,8,0,343,beauty,standard,basic,3.92,0
mobile,new,afternoon,weekday,2.96,9,0,216,sports,standard,basic,2.98,0
mobile,returning,evening,weekday,3.48,5,0,43,home,express,basic,4.04,0
tablet,new,evening,weekday,2.74,6,1,315,electronics,standard,basic,4.33,0
mobile,new,afternoon,weekday,2.88,4,1,335,sports,standard,extended,3.8,0
mobile,returning,evening,weekday,8.23,6,0,12,fashion,express,basic,3.75,0
mobile,new,afternoon,weekday,4.37,2,0,113,home,standard,extended,3.55,0
mobile,returning,night,weekday,5.89,7,0,5,home,express,basic,4.59,0
mobile,new,morning,weekday,5.5,8,0,150,fashion,express,basic,3.69,0
desktop,returning,night,weekday,3.91,9,0,10,electronics,standard,extended,3.9,0
tablet,new,morning,weekend,2.01,5,0,154,home,express,basic,4.27,0
mobile,new,evening,weekday,4.99,6,0,103,sports,standard,basic,4.29,0
desktop,new,night,weekday,2.56,8,1,108,sports,standard,basic,4.18,0
mobile,returning,afternoon,weekday,1.59,6,0,28,home,express,basic,4.22,0
mobile,new,morning,weekend,1.53,9,0,177,fashion,next_day,extended,4.41,0
